ZipCode,Start_Lng_Representative,Start_Lat_Representative,Date,DelayFromTypicalTrafficMins,Coordinates
94544-1812,-122.089828,37.652534,2017-04-12,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-04-13,0.0700000002980232,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-04-14,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-04-21,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-04-25,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-04-27,5.920000076293945,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-05-10,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-05-16,5.769999980926514,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-05-19,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-05-22,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-05-23,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-05-24,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-06-01,1.5,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-06-03,0.449999988079071,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-06-07,0.2700000107288361,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-06-08,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-06-12,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-06-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-06-22,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-06-28,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-07-01,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-07-15,0.4300000071525574,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-07-19,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-07-21,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-07-25,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-07-28,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-03,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-04,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-05,0.0700000002980232,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-08,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-12,0.1700000017881393,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-16,2.450000047683716,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-18,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-19,0.119999997317791,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-22,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-24,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-26,0.1700000017881393,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-29,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-08-30,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-06,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-07,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-08,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-09,0.6200000047683716,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-13,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-14,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-15,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-19,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-21,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-23,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-26,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-09-27,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-03,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-05,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-07,0.5900000035762786,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-10,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-12,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-13,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-16,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-18,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-19,0.1299999952316284,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-24,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-25,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-26,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-27,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-10-31,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-01,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-02,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-03,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-07,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-08,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-09,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-11,0.7799999713897705,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-14,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-15,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-16,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-18,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-21,2.1700000762939453,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-22,2.400000035762787,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-11-30,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-12-06,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-12-12,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-12-14,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-12-15,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-12-20,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2017-12-21,0.8700000047683716,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-03,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-09,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-10,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-13,0.6499999761581421,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-16,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-18,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-20,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-23,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-24,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-25,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-26,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-27,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-01-30,0.1800000071525573,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-02-01,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-02-06,0.4699999988079071,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-02-07,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-02-09,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-02-10,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-02-14,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-02-15,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-01,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-02,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-03,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-06,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-07,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-08,0.2700000107288361,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-13,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-14,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-15,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-16,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-19,0.1500000059604644,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-03-20,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-02,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-03,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-04,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-05,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-06,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-07,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-16,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-19,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-20,0.1700000017881393,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-21,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-23,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-24,0.4000000059604645,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-25,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-04-28,0.119999997317791,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-05-01,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-05-03,2.3499999046325684,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-05-04,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-05-09,0.0700000002980232,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-05-10,1.149999976158142,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-05-11,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-05-14,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-05-15,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-05-16,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-05-17,0.1400000005960464,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-01,0.0799999982118606,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-02,0.1000000014901161,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-04,0.8199999928474426,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-06,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-09,0.3700000047683716,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-13,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-14,0.2700000107288361,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-18,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-20,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-27,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-06-28,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-07-03,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-07-10,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-07-12,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-07-19,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-07-23,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-07-24,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-07-28,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-07-30,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-07-31,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-02,0.2800000011920929,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-03,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-07,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-08,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-10,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-13,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-15,0.6200000047683716,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-18,0.3199999928474426,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-20,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-21,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-22,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-24,9.06000000052154,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-30,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-08-31,5.6500000953674325,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-04,0.529999990016222,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-07,0.0299999993294477,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-12,0.1500000059604644,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-15,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-18,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-19,0.2800000011920929,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-20,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-21,0.7200000286102295,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-26,0.449999988079071,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-27,0.3300000131130218,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-28,0.1700000017881393,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-09-29,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-02,0.6400000005960464,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-03,0.6700000166893005,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-04,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-06,0.479999989271164,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-11,0.3799999952316284,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-16,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-18,0.0700000002980232,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-19,0.2199999988079071,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-20,0.119999997317791,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-23,0.1500000059604644,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-24,0.25,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-26,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-10-31,0.7799999713897705,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-11-04,0.8299999833106995,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-11-06,0.8500000238418579,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-11-07,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-11-08,0.4099999945610761,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-11-09,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-11-14,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-11-21,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-12-19,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-12-20,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2018-12-21,0.1299999952316284,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-04,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-05,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-08,0.8299999833106995,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-09,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-10,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-11,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-12,1.5200000256299973,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-15,0.510000005364418,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-16,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-18,3.279999971389771,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-19,6.380000203847884,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-23,0.6700000166893005,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-24,0.1000000014901161,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-25,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-26,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-29,3.3299999237060547,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-30,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-01-31,0.0199999995529651,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-02,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-04,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-06,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-07,0.4699999988079071,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-08,0.2300000041723252,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-12,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-14,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-15,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-20,0.9700000286102296,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-21,2.650000095367432,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-22,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-23,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-25,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-02-26,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-01,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-02,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-06,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-07,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-08,0.7799999713897705,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-09,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-13,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-14,0.3799999952316284,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-15,0.050000000745058,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-19,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-22,0.2700000107288361,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-25,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-27,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-28,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-03-29,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-03,1.149999976158142,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-04,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-05,0.1500000059604644,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-09,2.150000095367432,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-10,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-11,0.479999989271164,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-12,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-13,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-18,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-19,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-22,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-23,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-24,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-25,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-26,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-04-30,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-05-01,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-05-03,6.230000019073486,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-05-08,0.3500000089406967,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-05-10,0.050000000745058,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-05-15,0.2700000107288361,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-05-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-05-18,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-05-22,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-05-23,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-05-30,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-03,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-06,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-08,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-12,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-14,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-20,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-22,2.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-26,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-27,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-06-28,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-01,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-02,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-03,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-04,2.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-12,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-13,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-15,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-16,1.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-17,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-18,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-23,0.0,"(37.652534, -122.089828)"
94544-1812,-122.089828,37.652534,2019-07-27,1.0,"(37.652534, -122.089828)"
